Lens ID,concatenated_column,precision
181-039-558-991-045,"Apparatus for preventing offensive odors for drain port The present disclosure provides an apparatus for preventing offensive odors for a drain port, the apparatus including: a plate that is formed in a plate shape so that it can be stably attached to the upper part of a drain manhole, and has a through hole formed in the center; a drain pipe that is connected to the through hole in the lower direction of the plate, is bent laterally from the lower direction, and has a shape in which an end is cut diagonally; and a shielding film that is connected by a hinge to the end of the drain pipe, is opened by rainwater or sewage discharged from the drain pipe, or is closed by a load. With such a configuration, a drain pipe is formed to guide rainwater, and a shielding film that is opened by rainwater or closed by a load is provided at the end part of the drain pipe, thereby preventing offensive odors generated from the drain port and also preventing insects from flowing into the drain port.",
119-262-201-624-991,"Water cabinet A cold water cabinet (41) comprising a valve housing (22) intended for an ingoing pressure above 5 bars. The valve housing (22) is moulded in one unit and comprising therein a shut-off valve (2), a check valve (8), a control plug (12), a filter (13), and a combined pressure reduction valve (63) and water stop valve (30). The combined pressure reduction valve (63) and water stop valve (30) having a first spindle (26) with a plunger (28) at a first end. An opening between said plunger (28) and an associated seat (27) being controlled by a second spindle (29) and an adjustable spring (62) arranged at an opposite second end of said first spindle (26). The second spindle (29) being coupled to a motor (31), which is moving the plunger (28) against the seat (27) to close the water stop valve (30) when the motor receives a signal from at least one water leak sensor.",
142-717-399-795-076,"In situ immobilization within density variant bodies of water A method for treating in situ large bodies of water contaminated with heavy metals and having varying density stratas to immobilize the contaminant metals is disclosed. The method, or process for in situ immobilization of metals is focused on treating large bodies of water having metals therein that are also adjacent a border of soil or earthen materials in an attempt to immobilize the metals from penetrating through the soil. Initially, the density mean of the body of water is determined, which is densest typical at regions at or approaching 4 degrees C. The process includes introducing a treatment substance that has a density greater than that of the density means into the body of water, providing at least one microbe proximate or in the body of water, producing microbial sulfides arising from the initial microbe placement, causing microbial sulfides to react in situ with metal ions or metal containing compounds located within the body of water, reducing the solubility of the metal ions by forming metal sulfides, and inhibiting the migration rate of the metal ions or other metal containing compounds within or from the soils or earthen materials as they settle out of the water. The treatment substance typically includes at least one microbe nutrient to sustain activity of the microbes added thereto. The microbial activity yields microbial sulfides that react with the contaminants within the water to form the metal sulfides.",
154-709-013-768-67X,"Pipeline intruder locator system A pipeline intruder locator system is provided. The pipeline intruder locator system comprises a comprehensive mapping system, such as fiber-optic sensors and satellite surveillance, to delineate the entire pipeline right of way (ROW). Equipped with sensors, the mapping system detects unauthorized presence within the ROW, tags the intruder, and assigns a unique identification number to each intruder detected. A follow-on locator system continues to track the intruder's movements inside or outside the ROW in real-time using geolocation technologies. This real-time tracking information is transmitted to security agencies for prompt action, allowing for the effective arrest and prosecution of the intruders.",
082-513-793-258-544,Inflow protection device for air relief valves on water-carrying pipelines An inflow protection device for preventing liquids and other contaminants from entering a water-carrying pipeline through an air valve connected to the pipeline. The inflow protection device includes an adaptor and an elongated vent pipe. The adaptor has a first end for coupling with an outlet of the air valve and second end. The vent pipe has a first end configured for directly or indirectly coupling with the second end of the adaptor and a second end extending out of and above a vault in which the air valve is installed. The vent pipe is of a length sufficient to position its second end above a flood plain level so that the second end allows air to be exhausted from and admitted into the air valve even when the vault in which the air valve is located becomes flooded.,
028-364-393-398-201,"Service connection between a main and a meter in a building and method of and equipment for installing the same A service connection between a water main and a meter within a building has a service conduit within a leakage conduit. The leakage conduit has a sealed connection with a casing sealed to the main and enclosing a corporation stop to which the service conduit is connected. The leakage conduit is sealed to the service conduit within the building and adjacent the meter and includes an outlet extending outwardly through the building wall above the ground so that leakage within the corporation casing or a leak in the service conduit may be quickly detected. In the event of a leak, the service conduit may be removed and replaced through the leakage conduit with excavation limited to exposing the corporation casing and the end of the leakage conduit connected thereto. A snake provided with a flexible wedge that includes connections with an existing service conduit and a leakage conduit to be installed enables the former to be withdrawn and the latter simultaneously to be pulled through the ground to effect its installation. The flexible wedge may be double ended with a cable connected to each end.",
086-645-870-027-96X,Portable water tank and booster A portable water storage tank having an internal submersible pump connected to a water discharge pipe and an internal air-hydropneumatic tank also connected to the water discharge pipe; a pressure switch connected to the discharge pipe and an electrical circuit for turning the pump on and off in response to pressure variations in the water discharge pipe. A water heater in the water storage tank and a temperature sensor in the tank to activate the heater upon detection of predetermined water temperatures.,
131-083-574-056-713,"Device for removing hydrocarbons from storm water A hydrocarbon capturing device includes a retainer that is inserted into the end of an outlet pipe in a storm sewer catch basin. The retainer includes a ring that expands under a bias against the inner surface of the outlet pipe and radially extending fingers mounted to the ring that prevent insertion of the ring into the pipe too far. Two hooks are mounted to the retainer near the upper side of the outlet pipe to fasten one end of a hydrophobic, hydrocarbon-absorbing fabric sheet to the retainer. The opposite end of the sheet extends into the passageway of the outlet pipe, thereby floating atop any water that flows through the pipe during and after a rainfall or snowfall.",
058-931-033-772-462,"Self-contained hydraulically operable water purifier The water purifier is operated entirely automatically and hydraulically in response to the opening and closing of the outlet valve from which pure water is drawn. All of the passageways and control valves are contained within a unitary body so that there are no external hoses and fittings. The only connections to the body are a pure water outlet, a waste water outlet and the water inlet. In the filter chamber a reverse-osmosis filter membrane is circumscribed by a brine seal at the same end portion as where the pure water is discharged. All water passageway connections are made at that end of the filter chamber, so that the other end can be unthreaded for removal and replacement of the filter membrane without disconnecting water lines. An improved pilot valve within the unit has a tapered end portion engaging an O-ring seat held in place by a spring-pressed washer. The unit also includes a fast-acting check valve, with a floating valve member connected to the periphery of the valve chamber by a plurality of flexible strips.",
145-500-304-738-004,"Water treatment processes utilizing sequential addition of a base and an oxidant When treating an aqueous stream containing metal ions, the pH is often raised to remove at least a portion of the metal ions. The presence of a multiplicity of metal ions with interfering chemistries and/or varying concentrations can make the pH rise difficult to predict for a given amount of base. Accordingly, water treatment processes can comprise: providing an acidic aqueous stream comprising one or more metal ions; adding a base to the aqueous stream and increasing its pH to a first pH value; after adding the base and increasing the pH, adding an alkaline source of hypochlorous acid to the aqueous stream and further increasing its pH to a second pH value, the second pH value being about 7 or above; and removing at least a portion of the metal ions from the aqueous stream after adding the base and the alkaline source of hypochlorous acid.",
165-102-038-684-470,"Generation of chlorine-chlorine dioxide mixtures An electrolytic generator is disclosed having two sealed compartments, separated by a cation exchange membrane, and having a cathode in one compartment and an anode in the other compartment. The cation exchange membrane is positioned directly in line between the anode and the cathode. The anode-containing compartment is provided with a bottom inlet for introduction of extra chlorine. A bypass flow line is provided between the anode and the cathode-containing compartments with a pump for circulating the solution from the cathode-containing compartment into the anode-containing compartment to control the pH therein. The anode-containing compartment is provided with a pH monitor to measure the pH adjacent to the anode and to operate the pump to pump the solution from the cathode-containing compartment to maintain a pH of about 1.8-5.0 in the anode-containing compartment. When the cell is filled with brine and energized, and the anode-containing compartment is maintained at pH 1.8-5.0 while bubbling chlorine therethrough, hydrogen is evolved from the cathode-containing compartment and a chlorine/chlorine dioxide mixture from the anode-containing compartment for use in bleaching or in treating bodies of water, such as, swimming pools, baths, reservoirs, sewage, etc.",
148-336-223-244-499,HYDRODYNAMIC CAVITATION WATER TREATMENT DEVICE WITH ULTRASONIC PRESSURE WAVES GENERATION ,
015-270-915-940-821,"WATER MANAGEMENT SYSTEM FOR A VEHICLE, CORRESPONDING METHOD AND VEHICLE EQUIPPED WITH SUCH A SYSTEM ",
141-708-393-156-248,"Surface water filtration systems Certain embodiments of the invention provide systems that filter surface water runoff that enters sewer or storm drains. Some embodiments of such systems are composed of a top plate, a main filter chamber, and an enhanced media filter, and each of the top plate, the main chamber, and the enhanced media filter are shaped for mounting into a storm drain. In some embodiments, the top plate is shaped to overlap a perimeter of the sewer or storm drain hole and has a surface water intake opening. In some embodiments, the top plate, the main filter chamber, and the enhanced media filter are vertically arrayed, respectively, from top to bottom.",
197-663-337-334-236,"Apparatus and method for producing electricity and treated water The present invention provides an integrated system for the combined purpose of electricity generation and water treatment and biofuel production. The configuration combines complementary sub-systems whereby outputs from one system are used as inputs to another creating a positive feedback mechanism that significantly increases system efficiency and output. Compensatory mechanisms between system components create a natural hedge in energy and water production against temporal variation in solar insolence levels. Secondary benefits of the invention may include carbon abatement, ground water improvements, and land regeneration.",
023-786-509-955-654,"Reductive heat exchange water and heat exchange system using such water A heat exchange cooling system for cooling an object of heat exchange such as machinery, air, or liquid is provided. The system includes a heat exchanger, a cooling water supply device, cooling water circulation piping, a flow rate adjustment valve, a cooling water supply system, and a controller for controlling the flow rate of cooling water. The system includes separate loops for the circulation piping and the cooling supply system. The separate loops are coupled to one another at an inlet and an outlet of the system.",
112-567-197-657-899,"Aerobic wastewater treatment with alkalinity control Aerobic wastewater treatment processes are controlled utilizing alkalinity measurements. A base line of alkalinity is determined by measuring the alkalinity profile of the influent to the aerobic wastewater treatment process. The alkalinity of the wastewater is sensed at a number of different points in the aerobic wastewater treatment process, such as at a clarifier effluent and sludge exit, aeration zone, and aerobic digester effluent. When the sensed alkalinity at any given point is above a predetermined amount over base line alkalinity, the air supply is increased and/or the concentration of microbes and food is reduced (as by increasing the sludge withdrawal rate from a clarifier) until the sensed alkaline level is stablized. When the sensed alkalinity is below a predetermined amount under base line, the air supply is decreased and/or the concentration of feed and microbes increased (as by reducing or terminating sludge withdrawal from a clarifier) until the sensed alkalinity level is stabilized. Anaerobic odors are eliminated, plant operation and efficiency is improved, settling is improved, there is enhanced removal from the secondary clarifier, and solids carryover is reduced increasing the quality of effluent from the clarifier.",
108-752-827-184-951,"Sewage effluent volume control and alarm arrangement for pressurized sewage disposal system Sewage effluent from a septic tank collects in a holding tank before being pumped out into a disposal field. The pump is turned on and off automatically by a control circuit which includes maximum and minimum level float switches in the holding tank, so that a predetermined volume of the effluent is discharged under pressure into the disposal field during each on-and-off cycle of the pump. A third float switch in the holding tank triggers an alarm whenever the effluent rises above a predetermined maximum level. The alarm signalling system may be silenced or tested by a manual switch.",
177-831-704-467-343,"Managing waterpipe systems for smart buildings A processor may receive an input dataset. The input dataset may include a plurality of waterpipe components and one or more performance factors of the waterpipe system. A processor may generate a digital twin of the waterpipe system using the input dataset. A processor may simulate, using the digital twin, one or more features of the waterpipe system. The simulating may include a forecast having one or more predicted conditions associated with the waterpipe system.",
039-835-055-436-364,"Evaporation and emanation type wastewater treating apparatus Apparatus for treating living wastewater which purifies water to be treated such as living miscellaneous wastewater in general homes, human waste, urban drains and the like to evaporate and emanate the treated water into the atmosphere. The apparatus comprises a treating vessel for treating wastewater which is water to be treated, a sludge separating sediment layer filled into said treating vessel, a wastewater introducing pipe for introducing wastewater into said treating vessel, and a capillary suction type evaporation and emanation unit for evaporating and emanating the treated water into the atmosphere.",
036-371-580-467-650,"Sewage treatment process with magnetic sludge carbon carrier cooperated with standard upgrading and capacity improvement A method comprises: removing most suspending solid pollutants after a primary treatment for the sewage which is then placed into a secondary biochemical treatment section; mixing the magnetic sludge carbon carrier and a solvent to prepare a mixed solution which is then placed into the secondary biochemical treatment section synchronously with the sewage; uniformly mixing the sewage, the magnetic sludge carbon carrier and the activated sludge in a biochemical treatment construction; performing a dreg-water separation in a sedimentation tank on the mixed solution flowing out of the secondary biochemical treatment section; and recycling magnetic particles with the magnetic separation apparatus. The sewage treatment process with a magnetic sludge carbon carrier cooperated with standard upgrading and capacity improvement, which not only addresses sludge removal in sewage treatment plants, but also is cooperated with standard upgrading and capacity improvement, has advantages of saving investment cost, good sewage treatment effect, environmental friendliness etc.",
148-768-340-719-384,Device for removing water from the solvent recovery system of a fast printer The invention is directed to a device for removing water from the solvent recovery system of a fast printer. Water recovered in the solvent recovery system from solvent vapor and water vapor is passed into the open air outside of the printer frame without generating damage due to water corrosion within the printer. Recovered water is passed from a discharge pipe to an evaporation chamber containing either a heated evaporator container or to a unheated trough containing upstanding absorbent mats which suck the recovered water up into an open air space above the trough. A stream of dry warm air is generated by blowers within the printer and passes through the evaporation chamber picking up water vapor. The vapor-air mixture produced in the evaporation chamber then passes through slots formed in the printer assembly frame directly into the open air.,
080-311-165-391-303,"Hydraulic energy storage mechanism and pedestal pan toilet The present invention discloses a hydraulic energy storage mechanism, including a cylinder block, a cylinder body, a piston, a support, and a latch bolt component. In the present invention, a cylinder body, a piston, and a support structure being provided with a power slide block is used, and the tap water pressure is applied to push the piston to compress a spring and converted into elastic potential energy; the power slide block is driven by releasing the elastic potential energy to operate a suction drainage device of a water closet. The present invention has advantages of a small volume, large acting force, a simple structure, and reliable working, and effectively improves sewage drainage efficiency of the water closet.",
103-126-822-888-570,"Placement of fluids in ground by pulse-injection For use when injecting remediation liquid via an injection-well into contaminated groundwater, in the ground. The injection equipment includes a pulse-generator, which has an upstream chamber and a downstream chamber, linked by a pulse-conduit and a bypass conduit. The pulse-conduit includes a pulse-port, which opens and closes cyclically. The pulse-port is formed by the interaction of two apertures, one in the motorised rotor, the other in the stator. The rotor and stator may be formed as two facing plates held slightly apart, or as two cylinders one inside the other. The pulse-generator is located at the ground surface and can be adjusted as to pulse frequency, pulse amplitude, pulse rise-time, and as the the differential pressure between the upstream-chamber and the downstream chamber.",
141-663-873-969-858,"Sewer manhole channel construction and method In a sewer manhole construction having a cylindrical bottom section adapted for placement within the ground at a pre-determined depth and having bottom and side walls, there being spaced inlet and outlet openings in the side wall above the bottom wall adapted to receive the ends of sewer conduits. The improvement which comprises a flooring upon the bottom wall including a plurality of pre-formed filler channel elements of polygonal shape and of uniform height which are mounted upon and around the bottom wall adjacent the side wall. Adjacent inner walls and opposing walls of the filler channel elements define a first channel which underlies and interconnects the inlet and outlet openings. Each channel element has a plurality of upright apertures therethrough. A layer of concrete fills the apertures and interstices between the channel elements and between the channel elements and side wall partly fills the first channel and overlies the channel elements extending the floor above the channel elements. A concave floor channel is formed in the top of the concrete flooring in vertical registry with the first channel and at its ends communicating with the inlet and outlet openings.",
119-075-888-946-562,"Rising main pipeline assessment system and method A rising main pipeline assessment system and method. An analysis system obtains data recorded on the pipeline and generates a steady state hydraulic model for the pipeline which defines expected performance zones under normal operating conditions and zone boundaries delineating normal and abnormal operating conditions. Model data is recorded in a data repository of the processing hub. A monitoring system includes a pipeline-connectable pressure transducer configured to obtain measurements during operation of the pipeline and generate, for each of a plurality of predetermined time periods, a data record including minimum, maximum and mean measurements. The data record is communicated to a processing hub which is configured to classify each received data record measurement according to its measurements and the performance zones of the model. The processing hub monitors the classified data records for each performance zone and generates an alarm upon identifying a predetermined pattern of classified data records.",
134-214-060-687-602,"Vacuum sewage system with sump breather apparatus A vacuum sewage system includes a sump pit for receiving sewage, a valve pit, a valve, a sensor-controller, a first sensor pipe, a sump breather and a second sensor pipe. The sensor-controller activates the valve so as to discharge sewage from the sump pit. The first sensor pipe communicates pressure to the sensor-controller as the level of sewage rises within the sump pit. The second sensor pipe communicates pressure to the sump breather to move the sump breather from a first state to a second state to prevent sewage from entering the sensor-controller and valve. Alternatively, the system may be provided with a single sensor pipe that communicates pressure to both the sensor-controller and to the sump breather.",
137-914-572-543-57X,"Bioreactor system for multi-stage biological wastewater treatment A bioreactor system for microbiological treatment of wastewater including: at least one highly-flexible substrate for providing a superficial environment conducive for supporting biomass growth, the substrate including: (a) a large plurality of threads disposed in a generally longitudinal direction and including a plurality of synthetic filaments, and (b) at least two cross-support elements disposed across and associated with the plurality of threads, so as to provide support for and loosely associate the threads, wherein openings defined by (i) adjacent threads of the threads, and (ii) adjacent cross-support elements of the elements, have an aspect ratio exceeding 50 to 1.",
132-235-751-571-633,"Sludge blanket level detector suspended from floating decanter A sludge blanket-clarified liquid interface detector apparatus for a wastewater treatment process including a floating decanter assembly preferably includes a sludge detector light source and light sensor pair positioned in spaced apart relation on a sludge layer detector frame which is suspended in depending relation below the floating decanter assembly. The light sensor is interfaced to a process controller to which is also interfaced a decanter valve which flow controls the decant cycle of the process. As the decant cycle proceeds, the decanter assembly descends along with the falling level of liquid in the process reactor until the detector descends past the interface and into the sludge layer. The decrease in light transmission between the light source and sensor is signaled to the controller which causes the decanter valve to close to end the decant cycle to prevent the discharge of polluting sludge from the reactor.",
187-955-901-237-86X,"Compound and method for treating water containing metal ions and organic and/or inorganic impurities PCT No. PCT/DE90/00499 Sec. 371 Date Mar. 18, 1993 Sec. 102(e) Date Mar. 18, 1993 PCT Filed Jul. 4, 1990 PCT Pub. No. WO92/00917 PCT Pub. Date Jan. 23, 1992.A composition for treating water that contains metal ions and possibly also organic and/or inorganic compounds is produced by reacting sulfur with an alkali- and/or alkaline earth metal hydroxide in the presence of water. The inventive composition corresponds to general formula I MxSyOz,(I) where M represents an alkali or alkaline earth metal, x is 1 or 2, y is in the range 1.5x-2.5x, and z is in the range 0.1-2.5.",
139-974-214-727-704,Evaporation of treated waste water A waste water evaporation system includes an elongated evaporation bed having an upper layer of rock pieces and a lower sand layer. A perforated pipe extends in the rock layer to slowly deliver waste water for percolation into the sand layer; and a lower layer of rock pieces under the sand layer may receive drainage of excess water for recirculation to the top layer via a sump and pump.,
167-512-696-170-783,"Method for determining direction of travel of a wave front and apparatus therefor Direction of travel from a wave front in a pipeline is determined with two pressure sensors spaced relatively near to each other so that the site from which the wave front emanated is not located therebetween. For each sensor, a determination is made as to whether a detected signal has exceeded a negative or a positive threshold. In addition, the sensor outputs are subtracted from each other to determine which sensor detected the wave front first. Combining the resulting signals yields information on the nature of the wave front and its direction of travel.",
122-035-782-069-807,"Process for making a fuel product from coal fines and sewage sludge A process for making a fuel product including blending a sewage sludge with an acid, mixing an oxide-containing chemical with the blended sludge so as to cause a reaction which elevates a temperature of the sludge, pressurizing the mixed sludge to a pressure of greater than 14.7 p.s.i.a. for a period of time of no less than 15 seconds, mixing the pressurized mixed sludge with coal fines, and solidifying the mixture of pressurized mixed sludge and coal fines. The oxide-containing chemical is either calcium oxide or calcium hydroxide. The acid is sulfamic acid. The step of solidifying includes pelletizing the mixture. The solidified mixture has a BTU content of greater than 5000 BTU per pound.",
120-340-702-680-322,"Method and device for controlling the number of pumps to be operated In a system for controlling the flow rate of water supplied in a multi-pump water supply system which includes a pond or reservoir for the water, a first characteristic curve representing the cumulative values of predicted load flow rates over a period of time and a second characteristic curve representing the sum of the cumulative values and the capacity of the pond are generated. Operation routes restricted as to the number of pump change-over operations are then sought so that the routes pass through the region between the first and second characteristic curves and the gradient of the portion of each operation route is changed when the operation route crosses with the first or second characteristic curve. Among the operation routes sought, there is selected an optimum operation route which has the most suitable evaluation function from the point of view of energy consumption and efficiency. The pumps are then controlled in number in response to the selected operation route.",
197-969-576-272-556,"Predictive and preventative maintenance systems for connected water devices Systems and methods are provided, which relate to identification, troubleshooting, and maintenance/repair of water systems and water devices within such systems. A given water device may include an identifier which may be captured by an installation device when attempting to install the water device and sent to a remote server. The remote server may identify the water device and provide installation support, registration, and/or configuration of the water device. Configuration of the water device may be performed based on configurations of other highly-performing water devices that are similar to the water device, as identified by the server. Problem signatures associated with known possible problems that may arise within a water device may be generated and stored in memory, then may be referenced against real-time device operation data and/or configuration data of the water device in order to diagnose and recommend remediation of problems with the water device.",
026-103-135-818-80X,"Smart membranes for nitrate removal, water purification, and selective ion transportation A computer designed nanoengineered membrane for separation of dissolved species. One embodiment provides an apparatus for treatment of a fluid that includes ions comprising a microengineered porous membrane, a system for producing an electrical charge across the membrane, and a series of nanopores extending through the membrane. The nanopores have a pore size such that when the fluid contacts the membrane, the nanopores will be in a condition of double layer overlap and allow passage only of ions opposite to the electrical charge across the membrane.",
130-782-214-450-852,Draining device for draining a liquid conduit system A draining device for use with a fluid spout includes a main body including a stem portion defining a first aperture configured to fluidly couple with a pressure source. The main body may further define a base portion defining a second aperture configured to fluidly couple with a fluid spout of the fluid spout. The main body may further define an internal passage extending from the first aperture to the second aperture. The main body may fluidly couple the pressure source and the fluid spout through the passage.,
128-721-898-103-411,"Sewage treatment device The present disclosure of a sewage treatment device includes a compression tank that is cylinderically shaped, a stirring structure communicated with the compression tank by a first intermediate pipe, and a detection box communicated with the stirring structure by a second intermediate pipe. A telescopic driving cylinder is arranged on an upper portion of the compression tank and a conveying pipe is connected to a top surface of the compression tank to deliver external sewage to an interior of the compression tank. A diameter of the conveying pipe ranges from 8-15 cm; A filter interlayer is arranged in an interior of the compression tank and the filter interlayer is annular. An end of a driving shaft of the telescopic drive cylinder is connected with a compression body. An outer periphery of the compression body is contacted with an inner wall of the filter interlayer.",
028-446-256-047-789,"Hydraulic fluid dehydration system and method including pre-heating A mobile dehydration system that is operable to remove water from a supply of fluid, such as hydraulic fluid. The mobile dehydration system includes a fluid pump that draws the supply of hydraulic fluid from a storage tank. The flow of hydraulic fluid passes through a fluid heater that elevates the temperature of the hydraulic fluid. The fluid heater includes at least one flow restricting orifice that reduces the pressure of the flow of hydraulic fluid, thereby elevating the temperature of the hydraulic fluid. The outlet of the fluid heater is connected to a dehydrator that removes water from the flow of hydraulic fluid. A fluid feedback line is connected between the outlet of the fluid heater and the inlet of the fluid pump to return a portion of the hydraulic fluid flow when the flow rate through the dehydrator is less than the flow rate from the fluid pump.",
041-937-552-316-127,Apparatus and system for magnetically treating fluids A system for monitoring one or more factors relating to the strength of a magnetic field generated by a magnetic force field generator adapted to treat fluid flowing through a conduit. Sensors detect and respond to any change in the factor monitored and actuate means to effect a reversal of such change for maintaining the strength of the magnetic force field to within allowable limits. The system includes a multi-magnet magnetic field generator which generates a plurality of discrete magnet fields of reverse polarity positioned externally of the conduit for saturating the inner area of the conduit for treating fluid flowing through the conduit.,
007-832-477-848-049,"Irrigation system external water supply shutoff The present subject matter relates to controlling water sources external to a structure and more particularly to an external water shutoff. One embodiment of the present subject matter includes an apparatus having an electrically operable valve placed on a water supply line internal to a structure between a location where the water supply line enters the structure and a location where the water supply line exits the structure, an auto-drain valve, and means for controlling the electrically operable valve, wherein the means for controlling is external to the structure, further wherein the means for controlling the electrically operable valve is communicatively connected to the electrically operable valve external to the structure.",
044-093-382-709-033,"Water treating process A water treating agent which comprises a specific polymer containing a structural unit that is derived from a monomer having an ethylenically unsaturated bond and has one or more carboxyl radicals, at least a part of said carboxyl radicals being modified, or another water treating agent which comprises, in addition to said specific polymer, one or more compounds selected from the group consisting of inorganic phosphates, phosphonic acids, organic phosphoric acid esters and polyvalent metal salts, is capable of preventing the formation of corrosion, scale and contamination on the surface of a metal that is in contact with water.",
009-357-348-372-542,"Hygienization generator for integrated aqueous ozone and alkaline water production The present invention relates to a hygienization generator system and method for producing customized disinfection solutions by combining aqueous ozone and alkaline water. The system includes an aqueous ozone generator with an ion exchange material and electrolysis unit, an alkaline water generator capable of producing water with adjustable pH levels, and a mixer to form a homogeneous solution. A control system dynamically adjusts ozone concentration and PH levels based on user inputs or preconfigured settings, with real-time feedback provided by integrated sensors. The system features a user interface for parameter selection, remote monitoring capabilities, and optional microfoaming technology to enhance solution efficacy. Applications include surface sanitization, produce washing, dental water line disinfection, and biofilm removal in industrial piping. The portable configuration supports on-site use with modular dispensing options. This invention overcomes prior shortcomings, offering precise, eco-friendly, and versatile disinfection solutions.",
088-537-068-653-079,"Narrow accessway sewage collection tank assembly, remote operated quick connect-disconnect coupling and system using the same A narrow-accessway sewage collection tank assembly and system using a remote operated, two-part, slide coupling for supporting a sewage pump within an enlarged collection tank for installation outside below normal ground level of residences, commercial and industrial buildings for use in the collection and disposal of sewage produced in the buildings. The narrow accessway tank system can be installed with minimum cost and impact on the environment while maintaining proper operating conditions, good scouring of the collection tank bottom and facilitating below ground installation and subsequent maintenance and servicing of the sewage pump unit form the surface. The system comprises an enlarged sewage collection tank to be planted below level in the ground near a building and connected to suitable gravity drain conduits interconnected between the facility to be serviced and the collection tank for collecting raw sewage. The sewage pump unit comprises a sewage grinder pump physically supported within the enlarged collection tank for grinding and pumping the liquid sewage including any entrained solids out through a pressure sewage discharge outlet conduit to a suitable sewage disposal installation such as a drain field. A narrow-access passageway enclosure is physically supported on top of the collection tank and provides access to the sewage grinder pump unit within the interior of the tank. The narrow-access passageway is of sufficient cross-sectional dimension to allow free passage up and down for the sewage grinder pump unit, but is insufficient in cross section to accommodate passage of human beings or to accommodate a pipe guide system of conventional construction. A two-part, quick connect-disconnect slide coupling is provided for physically supporting the sewage grinder pump unit within the collection tank properly positioned relative to the bottom to assure proper scouring and prevent build-up of solids, but allows ready removal of the sewage grinder pump unit from the surface by a serviceman using a remotely operated tool to decouple the grinder pump unit via the quick connect-disconnect slide coupling and withdrawing it upwardly through the narrow-access passageway enclosure to the surface for service and maintenance or replacement.",
047-855-057-393-917,"Sea water de-salination methods and apparatuses Systems, apparatus and methods for desalination of ocean water using gravity force are described. One example method of desalinating ocean water includes providing a structure having a reverse osmosis membrane affixed to a first end, submerging the structure to a depth in a reservoir of salt water, wherein the depth is a function of a critical pressure of activation of operation of the reverse osmosis membrane, allowing a hydrostatic pressure at the depth to force salt water from the reservoir through the reverse osmosis membrane to cause fresh water to accumulate within a cavity on an inside of the structure; and making the fresh water available for an external use.",
005-606-018-454-771,Ball check valve apparatus Provided is a ball check valve apparatus including: a first body into which wastewater is introduced; a second body coupled to the first body to be communicated with the first body and configured to discharge the wastewater introduced into the first body; and a valve member disposed in the first body such that the valve member is movable up and down in the first body and configured to close an opening/closing hole formed in the first body by a self-weight thereof and open the opening/closing hole by a pressure of wastewater introduced through the opening/closing hole.,
150-771-978-127-651,Back flow valve A sewer back flow valve having sensing means located at the top of the sewer line and an inflatable annular bladder responsive to a sensing means to permit passage of sewage through the annular bladder under normal water level conditions and operable to prevent back flow of sewage through the annular bladder under high water level conditions.,
043-944-830-070-63X,"Flood water removal system Flood water removal systems including a motor, a vacuum generating device, a discharge pump, and a vacuum tank can be efficiently arranged to be transversely mounted to a vehicle. Certain flood water removal systems can include a supercharger driven by the engine to generate vacuum. The systems can include a valve to prevent collapse of a vacuum tank and maintain a predetermined vacuum pressure without varying the speed of the motor. The systems can also include a two-stage exhaust that blends exhaust from the blower with motor exhaust in a silencer to reduce noise generation for operation in residential or other noise-sensitive settings. The systems can also include a vacuum tank comprising a noise reduction baffle to further reduce noise generation.",
003-817-724-947-247,"Method for locating a pressure transient source in a pipeline and apparatus therefor Arrival of a pressure wave front is detected at a plurality of monitoring stations spaced along a protected section of a fluid-carrying pipeline. Arrival times obtained at the monitoring stations are qualified as to whether they correspond to a pressure transient event (critical event) which originated in the protected section. If so, the location, amplitude and time of occurrence of the critical event are determined. An uncertainty zone is derived at the extremes of the protected section having a length dependent on the precision of a time standard to which the monitoring stations are referenced and on the exactness of fluid velocity in the pipeline. An operator is so informed if the location of the critical event is determined to fall in the uncertainty zone. It is also possible to determine whether wave fronts correspond to an event occurring outside the protected section. Information from the resulting pass-through wave is used to update needed parameters useful for the critical event determinations.",
111-320-902-382-94X,"Raw sewage disposal apparatus A raw sewage disposal apparatus capable of easily stirring raw sewage and cleaning a container by rotating the container per se after introducing the raw sewage into the container and heating, evaporating and drying the raw sewage. The raw sewage disposal apparatus comprises a container for accommodating raw sewage therein, an electromagnetic heater for heating the container, a rotary holder for rotatably holding the container, a driver for rotating the container, spherical stirrers accommodated in the container, and a nonrotatable baffle having one end fixed to the cover plate and the other end extending to a position adjacent to the bottom of the container so as to contact the stirrers.",
114-056-630-197-503,"Water network monitoring system Embodiments are directed to a water network monitoring system for determining leakage from a network. The water network may comprise any of pipelines, aqueducts, reservoir dams, reservoir embankments and sewers. The present water network monitoring system employs Earth observation data, such as synthetic aperture radar (SAR) data and optical data, collected from a geographical region that includes the water network system of interest. This data is collected over successive time periods and analysed to detect any abnormal changes in the indicators within the area in the vicinity of the water network.",
