Lens ID,concatenated_column,precision
197-663-337-334-236,"Apparatus and method for producing electricity and treated water The present invention provides an integrated system for the combined purpose of electricity generation and water treatment and biofuel production. The configuration combines complementary sub-systems whereby outputs from one system are used as inputs to another creating a positive feedback mechanism that significantly increases system efficiency and output. Compensatory mechanisms between system components create a natural hedge in energy and water production against temporal variation in solar insolence levels. Secondary benefits of the invention may include carbon abatement, ground water improvements, and land regeneration.",1
023-786-509-955-654,"Reductive heat exchange water and heat exchange system using such water A heat exchange cooling system for cooling an object of heat exchange such as machinery, air, or liquid is provided. The system includes a heat exchanger, a cooling water supply device, cooling water circulation piping, a flow rate adjustment valve, a cooling water supply system, and a controller for controlling the flow rate of cooling water. The system includes separate loops for the circulation piping and the cooling supply system. The separate loops are coupled to one another at an inlet and an outlet of the system.",0
112-567-197-657-899,"Aerobic wastewater treatment with alkalinity control Aerobic wastewater treatment processes are controlled utilizing alkalinity measurements. A base line of alkalinity is determined by measuring the alkalinity profile of the influent to the aerobic wastewater treatment process. The alkalinity of the wastewater is sensed at a number of different points in the aerobic wastewater treatment process, such as at a clarifier effluent and sludge exit, aeration zone, and aerobic digester effluent. When the sensed alkalinity at any given point is above a predetermined amount over base line alkalinity, the air supply is increased and/or the concentration of microbes and food is reduced (as by increasing the sludge withdrawal rate from a clarifier) until the sensed alkaline level is stablized. When the sensed alkalinity is below a predetermined amount under base line, the air supply is decreased and/or the concentration of feed and microbes increased (as by reducing or terminating sludge withdrawal from a clarifier) until the sensed alkalinity level is stabilized. Anaerobic odors are eliminated, plant operation and efficiency is improved, settling is improved, there is enhanced removal from the secondary clarifier, and solids carryover is reduced increasing the quality of effluent from the clarifier.",1
108-752-827-184-951,"Sewage effluent volume control and alarm arrangement for pressurized sewage disposal system Sewage effluent from a septic tank collects in a holding tank before being pumped out into a disposal field. The pump is turned on and off automatically by a control circuit which includes maximum and minimum level float switches in the holding tank, so that a predetermined volume of the effluent is discharged under pressure into the disposal field during each on-and-off cycle of the pump. A third float switch in the holding tank triggers an alarm whenever the effluent rises above a predetermined maximum level. The alarm signalling system may be silenced or tested by a manual switch.",1
177-831-704-467-343,"Managing waterpipe systems for smart buildings A processor may receive an input dataset. The input dataset may include a plurality of waterpipe components and one or more performance factors of the waterpipe system. A processor may generate a digital twin of the waterpipe system using the input dataset. A processor may simulate, using the digital twin, one or more features of the waterpipe system. The simulating may include a forecast having one or more predicted conditions associated with the waterpipe system.",1
039-835-055-436-364,"Evaporation and emanation type wastewater treating apparatus Apparatus for treating living wastewater which purifies water to be treated such as living miscellaneous wastewater in general homes, human waste, urban drains and the like to evaporate and emanate the treated water into the atmosphere. The apparatus comprises a treating vessel for treating wastewater which is water to be treated, a sludge separating sediment layer filled into said treating vessel, a wastewater introducing pipe for introducing wastewater into said treating vessel, and a capillary suction type evaporation and emanation unit for evaporating and emanating the treated water into the atmosphere.",1
036-371-580-467-650,"Sewage treatment process with magnetic sludge carbon carrier cooperated with standard upgrading and capacity improvement A method comprises: removing most suspending solid pollutants after a primary treatment for the sewage which is then placed into a secondary biochemical treatment section; mixing the magnetic sludge carbon carrier and a solvent to prepare a mixed solution which is then placed into the secondary biochemical treatment section synchronously with the sewage; uniformly mixing the sewage, the magnetic sludge carbon carrier and the activated sludge in a biochemical treatment construction; performing a dreg-water separation in a sedimentation tank on the mixed solution flowing out of the secondary biochemical treatment section; and recycling magnetic particles with the magnetic separation apparatus. The sewage treatment process with a magnetic sludge carbon carrier cooperated with standard upgrading and capacity improvement, which not only addresses sludge removal in sewage treatment plants, but also is cooperated with standard upgrading and capacity improvement, has advantages of saving investment cost, good sewage treatment effect, environmental friendliness etc.",1
148-768-340-719-384,Device for removing water from the solvent recovery system of a fast printer The invention is directed to a device for removing water from the solvent recovery system of a fast printer. Water recovered in the solvent recovery system from solvent vapor and water vapor is passed into the open air outside of the printer frame without generating damage due to water corrosion within the printer. Recovered water is passed from a discharge pipe to an evaporation chamber containing either a heated evaporator container or to a unheated trough containing upstanding absorbent mats which suck the recovered water up into an open air space above the trough. A stream of dry warm air is generated by blowers within the printer and passes through the evaporation chamber picking up water vapor. The vapor-air mixture produced in the evaporation chamber then passes through slots formed in the printer assembly frame directly into the open air.,0
080-311-165-391-303,"Hydraulic energy storage mechanism and pedestal pan toilet The present invention discloses a hydraulic energy storage mechanism, including a cylinder block, a cylinder body, a piston, a support, and a latch bolt component. In the present invention, a cylinder body, a piston, and a support structure being provided with a power slide block is used, and the tap water pressure is applied to push the piston to compress a spring and converted into elastic potential energy; the power slide block is driven by releasing the elastic potential energy to operate a suction drainage device of a water closet. The present invention has advantages of a small volume, large acting force, a simple structure, and reliable working, and effectively improves sewage drainage efficiency of the water closet.",0
103-126-822-888-570,"Placement of fluids in ground by pulse-injection For use when injecting remediation liquid via an injection-well into contaminated groundwater, in the ground. The injection equipment includes a pulse-generator, which has an upstream chamber and a downstream chamber, linked by a pulse-conduit and a bypass conduit. The pulse-conduit includes a pulse-port, which opens and closes cyclically. The pulse-port is formed by the interaction of two apertures, one in the motorised rotor, the other in the stator. The rotor and stator may be formed as two facing plates held slightly apart, or as two cylinders one inside the other. The pulse-generator is located at the ground surface and can be adjusted as to pulse frequency, pulse amplitude, pulse rise-time, and as the the differential pressure between the upstream-chamber and the downstream chamber.",1
141-663-873-969-858,"Sewer manhole channel construction and method In a sewer manhole construction having a cylindrical bottom section adapted for placement within the ground at a pre-determined depth and having bottom and side walls, there being spaced inlet and outlet openings in the side wall above the bottom wall adapted to receive the ends of sewer conduits. The improvement which comprises a flooring upon the bottom wall including a plurality of pre-formed filler channel elements of polygonal shape and of uniform height which are mounted upon and around the bottom wall adjacent the side wall. Adjacent inner walls and opposing walls of the filler channel elements define a first channel which underlies and interconnects the inlet and outlet openings. Each channel element has a plurality of upright apertures therethrough. A layer of concrete fills the apertures and interstices between the channel elements and between the channel elements and side wall partly fills the first channel and overlies the channel elements extending the floor above the channel elements. A concave floor channel is formed in the top of the concrete flooring in vertical registry with the first channel and at its ends communicating with the inlet and outlet openings.",1
119-075-888-946-562,"Rising main pipeline assessment system and method A rising main pipeline assessment system and method. An analysis system obtains data recorded on the pipeline and generates a steady state hydraulic model for the pipeline which defines expected performance zones under normal operating conditions and zone boundaries delineating normal and abnormal operating conditions. Model data is recorded in a data repository of the processing hub. A monitoring system includes a pipeline-connectable pressure transducer configured to obtain measurements during operation of the pipeline and generate, for each of a plurality of predetermined time periods, a data record including minimum, maximum and mean measurements. The data record is communicated to a processing hub which is configured to classify each received data record measurement according to its measurements and the performance zones of the model. The processing hub monitors the classified data records for each performance zone and generates an alarm upon identifying a predetermined pattern of classified data records.",1
134-214-060-687-602,"Vacuum sewage system with sump breather apparatus A vacuum sewage system includes a sump pit for receiving sewage, a valve pit, a valve, a sensor-controller, a first sensor pipe, a sump breather and a second sensor pipe. The sensor-controller activates the valve so as to discharge sewage from the sump pit. The first sensor pipe communicates pressure to the sensor-controller as the level of sewage rises within the sump pit. The second sensor pipe communicates pressure to the sump breather to move the sump breather from a first state to a second state to prevent sewage from entering the sensor-controller and valve. Alternatively, the system may be provided with a single sensor pipe that communicates pressure to both the sensor-controller and to the sump breather.",1
137-914-572-543-57X,"Bioreactor system for multi-stage biological wastewater treatment A bioreactor system for microbiological treatment of wastewater including: at least one highly-flexible substrate for providing a superficial environment conducive for supporting biomass growth, the substrate including: (a) a large plurality of threads disposed in a generally longitudinal direction and including a plurality of synthetic filaments, and (b) at least two cross-support elements disposed across and associated with the plurality of threads, so as to provide support for and loosely associate the threads, wherein openings defined by (i) adjacent threads of the threads, and (ii) adjacent cross-support elements of the elements, have an aspect ratio exceeding 50 to 1.",1
132-235-751-571-633,"Sludge blanket level detector suspended from floating decanter A sludge blanket-clarified liquid interface detector apparatus for a wastewater treatment process including a floating decanter assembly preferably includes a sludge detector light source and light sensor pair positioned in spaced apart relation on a sludge layer detector frame which is suspended in depending relation below the floating decanter assembly. The light sensor is interfaced to a process controller to which is also interfaced a decanter valve which flow controls the decant cycle of the process. As the decant cycle proceeds, the decanter assembly descends along with the falling level of liquid in the process reactor until the detector descends past the interface and into the sludge layer. The decrease in light transmission between the light source and sensor is signaled to the controller which causes the decanter valve to close to end the decant cycle to prevent the discharge of polluting sludge from the reactor.",1
187-955-901-237-86X,"Compound and method for treating water containing metal ions and organic and/or inorganic impurities PCT No. PCT/DE90/00499 Sec. 371 Date Mar. 18, 1993 Sec. 102(e) Date Mar. 18, 1993 PCT Filed Jul. 4, 1990 PCT Pub. No. WO92/00917 PCT Pub. Date Jan. 23, 1992.A composition for treating water that contains metal ions and possibly also organic and/or inorganic compounds is produced by reacting sulfur with an alkali- and/or alkaline earth metal hydroxide in the presence of water. The inventive composition corresponds to general formula I MxSyOz,(I) where M represents an alkali or alkaline earth metal, x is 1 or 2, y is in the range 1.5x-2.5x, and z is in the range 0.1-2.5.",1
139-974-214-727-704,Evaporation of treated waste water A waste water evaporation system includes an elongated evaporation bed having an upper layer of rock pieces and a lower sand layer. A perforated pipe extends in the rock layer to slowly deliver waste water for percolation into the sand layer; and a lower layer of rock pieces under the sand layer may receive drainage of excess water for recirculation to the top layer via a sump and pump.,1
167-512-696-170-783,"Method for determining direction of travel of a wave front and apparatus therefor Direction of travel from a wave front in a pipeline is determined with two pressure sensors spaced relatively near to each other so that the site from which the wave front emanated is not located therebetween. For each sensor, a determination is made as to whether a detected signal has exceeded a negative or a positive threshold. In addition, the sensor outputs are subtracted from each other to determine which sensor detected the wave front first. Combining the resulting signals yields information on the nature of the wave front and its direction of travel.",1
122-035-782-069-807,"Process for making a fuel product from coal fines and sewage sludge A process for making a fuel product including blending a sewage sludge with an acid, mixing an oxide-containing chemical with the blended sludge so as to cause a reaction which elevates a temperature of the sludge, pressurizing the mixed sludge to a pressure of greater than 14.7 p.s.i.a. for a period of time of no less than 15 seconds, mixing the pressurized mixed sludge with coal fines, and solidifying the mixture of pressurized mixed sludge and coal fines. The oxide-containing chemical is either calcium oxide or calcium hydroxide. The acid is sulfamic acid. The step of solidifying includes pelletizing the mixture. The solidified mixture has a BTU content of greater than 5000 BTU per pound.",0
120-340-702-680-322,"Method and device for controlling the number of pumps to be operated In a system for controlling the flow rate of water supplied in a multi-pump water supply system which includes a pond or reservoir for the water, a first characteristic curve representing the cumulative values of predicted load flow rates over a period of time and a second characteristic curve representing the sum of the cumulative values and the capacity of the pond are generated. Operation routes restricted as to the number of pump change-over operations are then sought so that the routes pass through the region between the first and second characteristic curves and the gradient of the portion of each operation route is changed when the operation route crosses with the first or second characteristic curve. Among the operation routes sought, there is selected an optimum operation route which has the most suitable evaluation function from the point of view of energy consumption and efficiency. The pumps are then controlled in number in response to the selected operation route.",1
197-969-576-272-556,"Predictive and preventative maintenance systems for connected water devices Systems and methods are provided, which relate to identification, troubleshooting, and maintenance/repair of water systems and water devices within such systems. A given water device may include an identifier which may be captured by an installation device when attempting to install the water device and sent to a remote server. The remote server may identify the water device and provide installation support, registration, and/or configuration of the water device. Configuration of the water device may be performed based on configurations of other highly-performing water devices that are similar to the water device, as identified by the server. Problem signatures associated with known possible problems that may arise within a water device may be generated and stored in memory, then may be referenced against real-time device operation data and/or configuration data of the water device in order to diagnose and recommend remediation of problems with the water device.",1
026-103-135-818-80X,"Smart membranes for nitrate removal, water purification, and selective ion transportation A computer designed nanoengineered membrane for separation of dissolved species. One embodiment provides an apparatus for treatment of a fluid that includes ions comprising a microengineered porous membrane, a system for producing an electrical charge across the membrane, and a series of nanopores extending through the membrane. The nanopores have a pore size such that when the fluid contacts the membrane, the nanopores will be in a condition of double layer overlap and allow passage only of ions opposite to the electrical charge across the membrane.",1
130-782-214-450-852,Draining device for draining a liquid conduit system A draining device for use with a fluid spout includes a main body including a stem portion defining a first aperture configured to fluidly couple with a pressure source. The main body may further define a base portion defining a second aperture configured to fluidly couple with a fluid spout of the fluid spout. The main body may further define an internal passage extending from the first aperture to the second aperture. The main body may fluidly couple the pressure source and the fluid spout through the passage.,1
128-721-898-103-411,"Sewage treatment device The present disclosure of a sewage treatment device includes a compression tank that is cylinderically shaped, a stirring structure communicated with the compression tank by a first intermediate pipe, and a detection box communicated with the stirring structure by a second intermediate pipe. A telescopic driving cylinder is arranged on an upper portion of the compression tank and a conveying pipe is connected to a top surface of the compression tank to deliver external sewage to an interior of the compression tank. A diameter of the conveying pipe ranges from 8-15 cm; A filter interlayer is arranged in an interior of the compression tank and the filter interlayer is annular. An end of a driving shaft of the telescopic drive cylinder is connected with a compression body. An outer periphery of the compression body is contacted with an inner wall of the filter interlayer.",1
028-446-256-047-789,"Hydraulic fluid dehydration system and method including pre-heating A mobile dehydration system that is operable to remove water from a supply of fluid, such as hydraulic fluid. The mobile dehydration system includes a fluid pump that draws the supply of hydraulic fluid from a storage tank. The flow of hydraulic fluid passes through a fluid heater that elevates the temperature of the hydraulic fluid. The fluid heater includes at least one flow restricting orifice that reduces the pressure of the flow of hydraulic fluid, thereby elevating the temperature of the hydraulic fluid. The outlet of the fluid heater is connected to a dehydrator that removes water from the flow of hydraulic fluid. A fluid feedback line is connected between the outlet of the fluid heater and the inlet of the fluid pump to return a portion of the hydraulic fluid flow when the flow rate through the dehydrator is less than the flow rate from the fluid pump.",0
041-937-552-316-127,Apparatus and system for magnetically treating fluids A system for monitoring one or more factors relating to the strength of a magnetic field generated by a magnetic force field generator adapted to treat fluid flowing through a conduit. Sensors detect and respond to any change in the factor monitored and actuate means to effect a reversal of such change for maintaining the strength of the magnetic force field to within allowable limits. The system includes a multi-magnet magnetic field generator which generates a plurality of discrete magnet fields of reverse polarity positioned externally of the conduit for saturating the inner area of the conduit for treating fluid flowing through the conduit.,0
007-832-477-848-049,"Irrigation system external water supply shutoff The present subject matter relates to controlling water sources external to a structure and more particularly to an external water shutoff. One embodiment of the present subject matter includes an apparatus having an electrically operable valve placed on a water supply line internal to a structure between a location where the water supply line enters the structure and a location where the water supply line exits the structure, an auto-drain valve, and means for controlling the electrically operable valve, wherein the means for controlling is external to the structure, further wherein the means for controlling the electrically operable valve is communicatively connected to the electrically operable valve external to the structure.",1
044-093-382-709-033,"Water treating process A water treating agent which comprises a specific polymer containing a structural unit that is derived from a monomer having an ethylenically unsaturated bond and has one or more carboxyl radicals, at least a part of said carboxyl radicals being modified, or another water treating agent which comprises, in addition to said specific polymer, one or more compounds selected from the group consisting of inorganic phosphates, phosphonic acids, organic phosphoric acid esters and polyvalent metal salts, is capable of preventing the formation of corrosion, scale and contamination on the surface of a metal that is in contact with water.",1
009-357-348-372-542,"Hygienization generator for integrated aqueous ozone and alkaline water production The present invention relates to a hygienization generator system and method for producing customized disinfection solutions by combining aqueous ozone and alkaline water. The system includes an aqueous ozone generator with an ion exchange material and electrolysis unit, an alkaline water generator capable of producing water with adjustable pH levels, and a mixer to form a homogeneous solution. A control system dynamically adjusts ozone concentration and PH levels based on user inputs or preconfigured settings, with real-time feedback provided by integrated sensors. The system features a user interface for parameter selection, remote monitoring capabilities, and optional microfoaming technology to enhance solution efficacy. Applications include surface sanitization, produce washing, dental water line disinfection, and biofilm removal in industrial piping. This invention overcomes prior shortcomings, offering precise, eco-friendly, and versatile disinfection solutions.",1
088-537-068-653-079,"Narrow accessway sewage collection tank assembly, remote operated quick connect-disconnect coupling and system using the same A narrow-accessway sewage collection tank assembly and system using a remote operated, two-part, slide coupling for supporting a sewage pump within an enlarged collection tank for installation outside below normal ground level of residences, commercial and industrial buildings for use in the collection and disposal of sewage produced in the buildings. The narrow accessway tank system can be installed with minimum cost and impact on the environment while maintaining proper operating conditions, good scouring of the collection tank bottom and facilitating below ground installation and subsequent maintenance and servicing of the sewage pump unit form the surface. The system comprises an enlarged sewage collection tank to be planted below level in the ground near a building and connected to suitable gravity drain conduits interconnected between the facility to be serviced and the collection tank for collecting raw sewage. The sewage pump unit comprises a sewage grinder pump physically supported within the enlarged collection tank for grinding and pumping the liquid sewage including any entrained solids out through a pressure sewage discharge outlet conduit to a suitable sewage disposal installation such as a drain field. A narrow-access passageway enclosure is physically supported on top of the collection tank and provides access to the sewage grinder pump unit within the interior of the tank. The narrow-access passageway is of sufficient cross-sectional dimension to allow free passage up and down for the sewage grinder pump unit, but is insufficient in cross section to accommodate passage of human beings or to accommodate a pipe guide system of conventional construction. A two-part, quick connect-disconnect slide coupling is provided for physically supporting the sewage grinder pump unit within the collection tank properly positioned relative to the bottom to assure proper scouring and prevent build-up of solids, but allows ready removal of the sewage grinder pump unit from the surface by a serviceman using a remotely operated tool to decouple the grinder pump unit via the quick connect-disconnect slide coupling and withdrawing it upwardly through the narrow-access passageway enclosure to the surface for service and maintenance or replacement.",1
047-855-057-393-917,"Sea water de-salination methods and apparatuses Systems, apparatus and methods for desalination of ocean water using gravity force are described. One example method of desalinating ocean water includes providing a structure having a reverse osmosis membrane affixed to a first end, submerging the structure to a depth in a reservoir of salt water, wherein the depth is a function of a critical pressure of activation of operation of the reverse osmosis membrane, allowing a hydrostatic pressure at the depth to force salt water from the reservoir through the reverse osmosis membrane to cause fresh water to accumulate within a cavity on an inside of the structure; and making the fresh water available for an external use.",1
005-606-018-454-771,Ball check valve apparatus Provided is a ball check valve apparatus including: a first body into which wastewater is introduced; a second body coupled to the first body to be communicated with the first body and configured to discharge the wastewater introduced into the first body; and a valve member disposed in the first body such that the valve member is movable up and down in the first body and configured to close an opening/closing hole formed in the first body by a self-weight thereof and open the opening/closing hole by a pressure of wastewater introduced through the opening/closing hole.,1
150-771-978-127-651,Back flow valve A sewer back flow valve having sensing means located at the top of the sewer line and an inflatable annular bladder responsive to a sensing means to permit passage of sewage through the annular bladder under normal water level conditions and operable to prevent back flow of sewage through the annular bladder under high water level conditions.,1
043-944-830-070-63X,"Flood water removal system Flood water removal systems including a motor, a vacuum generating device, a discharge pump, and a vacuum tank can be efficiently arranged to be transversely mounted to a vehicle. Certain flood water removal systems can include a supercharger driven by the engine to generate vacuum. The systems can include a valve to prevent collapse of a vacuum tank and maintain a predetermined vacuum pressure without varying the speed of the motor. The systems can also include a two-stage exhaust that blends exhaust from the blower with motor exhaust in a silencer to reduce noise generation for operation in residential or other noise-sensitive settings. The systems can also include a vacuum tank comprising a noise reduction baffle to further reduce noise generation.",1
003-817-724-947-247,"Method for locating a pressure transient source in a pipeline and apparatus therefor Arrival of a pressure wave front is detected at a plurality of monitoring stations spaced along a protected section of a fluid-carrying pipeline. Arrival times obtained at the monitoring stations are qualified as to whether they correspond to a pressure transient event (critical event) which originated in the protected section. If so, the location, amplitude and time of occurrence of the critical event are determined. An uncertainty zone is derived at the extremes of the protected section having a length dependent on the precision of a time standard to which the monitoring stations are referenced and on the exactness of fluid velocity in the pipeline. An operator is so informed if the location of the critical event is determined to fall in the uncertainty zone. It is also possible to determine whether wave fronts correspond to an event occurring outside the protected section. Information from the resulting pass-through wave is used to update needed parameters useful for the critical event determinations.",1
111-320-902-382-94X,"Raw sewage disposal apparatus A raw sewage disposal apparatus capable of easily stirring raw sewage and cleaning a container by rotating the container per se after introducing the raw sewage into the container and heating, evaporating and drying the raw sewage. The raw sewage disposal apparatus comprises a container for accommodating raw sewage therein, an electromagnetic heater for heating the container, a rotary holder for rotatably holding the container, a driver for rotating the container, spherical stirrers accommodated in the container, and a nonrotatable baffle having one end fixed to the cover plate and the other end extending to a position adjacent to the bottom of the container so as to contact the stirrers.",1
114-056-630-197-503,"Water network monitoring system Embodiments are directed to a water network monitoring system for determining leakage from a network. The water network may comprise any of pipelines, aqueducts, reservoir dams, reservoir embankments and sewers. The present water network monitoring system employs Earth observation data, such as synthetic aperture radar (SAR) data and optical data, collected from a geographical region that includes the water network system of interest. This data is collected over successive time periods and analysed to detect any abnormal changes in the indicators within the area in the vicinity of the water network.",1
107-925-885-077-923,"System for purifying liquids An improved method for treating liquids by disinfection and clarification which includes a means to mix and maintain consistency of the flow in a generally uniform composition prior to and during treatment. The mixture being connected to a section of conduit arranged in a pattern in a target area of a microwave generator so that all matter in the flow is exposed and excited by the electro-magnetic energy for a predetermined period of time and a control means to regulate flow of the mixture so as to allow flow only when mixture is treated, to a prescribed level. The method includes an automatic means to sense degree of treatment and to increase or decrease flow, as required, to maintain uniformity of treatment. Disposable filter means is provided when removal of undesirable contaminents is required.",1
055-091-173-830-304,"Determining backflow condition in water distribution system A data collection device and method for determining a backflow condition in a water distribution system. The data collection device receives a first data communication from a first node, the first data communication indicating a first possible backflow condition at the first node. The data collection device receives additional data communications from one or more second nodes, the additional data communications indicating backflow conditions at the second nodes. The data collection device aggregates and analyzes the first data value and the additional data values and determines that an actual backflow condition exists based on the aggregated data values and a known relationship between the first node and the second nodes. The data collection device may then perform action(s) in response to determining the backflow condition, such as reporting the backflow condition, requesting updated reporting from the nodes, closing appropriate valves, initiating pumps to increase water pressure, flushing the system, etc.",1
156-612-107-500-238,Devices and methods for water removal in distillation columns Water is removed from oily water produced during operation of a separation column by withdrawing the oily water from the column during separation into an external separator where the oily water is separated into a water phase and an oily phase. The oily phase is then heated to a temperature effective to produce a density differential that drives the oily phase back into the operating column.,0
027-567-661-231-912,"Removal of phosphate from waste water A method for chemically removing phosphates from waste waters by treating the phosphate-containing waste water with a trivalent rare earth salt, generally as a mixture of such salts, to form an insoluble rare earth phosphate precipitate, and then separating the precipitate from the waste water. The rare earth precipitant salt, such as lanthanum chloride or sulfate, may be regenerated by treating the rare earth phosphate precipitate with a strong or weak alkali as regenerant, preferably aqueous sodium hydroxide or sodium carbonate, to form a soluble alkali metal phosphate. The aqueous alkali regenerant may be recovered by treatment of the formed sodium phosphate with lime to precipitate the phosphate as a calcium phosphate complex salt.",1
003-826-101-276-226,"Earth duct tunnel enlargement apparatus and method A method of and an apparatus for relieving ground pressure surrounding pvc vent pipes which have been displaced from their T-fitting traps in sewer systems. The round tubular nature of a semi-rigid pipe is changed to an elliptical or oval shape with initial insertion and rotation of a special tool. The tool being connected to a drive-shaft and rotated by an external source such as a drill motor. The rotation of the tool within the pipe progressively causes the pvc pipe to have a momentary elliptical cross-sectional shape as the tool rotates within the previously round pipe, without rotating the pipe. As the tool passes down (or ""screws down"") through the pipe, the pipe re-assumes its circular cross-sectional shape, and original diameter, but only after its larger-dimension elliptical cross-section has pressurized the earth duct and increased its diameter to about an inch greater than its initial (unpressured) circular diameter. The tool includes angled rollers for exerting pressure against the interior wall of the pvc pipe to reduce friction between the rollers and the interior wall of the pipe. While the circumference of the pvc pipe in its prior round shape and its force elliptical shape remain equal, the maximum cross-section dimension of the elliptical shape of the pipe, caused momentarily by the tool as it is screwed into the pipe, is greater than the diameter of its circular shape, thus progressively enlarging the earth duct which surrounds the buried pipe as the tool is being operated and rotated by the drill motor.",1
158-128-082-217-871,"Method and apparatus for water treatment A method and apparatus for the treatment of water and, more particularly, to the mineralization of water in order to improve pH, hardness, turbidity, and/or alkalinity is described. More particularly, a system is provided for the treatment of water that needs additional hardness, alkalinity, and/or pH adjustment while also meeting turbidity requirements. The use of sodium hydroxide and other methods for avoiding turbidity problems can be eliminated and/or minimized.",1
024-683-379-468-202,"Reverse osmosis water purifier booster pump system A reverse osmosis water purification system that incorporates a high torque low speed motor to drive a pump, such that the pump can continuously pump water from a source of water to an osmotic membrane The system may have a reservoir to store the purified water as it is pumped through the osmotic filter. The system can also have a transformer and rectifier to convert and rectify an alternating electrical power source to 24 volt DC power for the motor. The transformer having a higher impedance than the motor such that the transformer acts as a current limiter in the event the motor stalls. The pump has an internal pressure relief valve Operatively connected to the inlet of the pump housing. The relief valve opens when the output pressure of the diaphragm piston reaches a predetermined valve. The relief valve allows the high pressure water to flow back into the housing inlet creating a flow loop from the inlet back to the water source.",1
011-310-077-586-664,"Method and apparatus for transporting unprocessed well streams System for the transport of an unprocessed well stream comprising a multiphase, multicomponent mixture over long distances from one or several subsea wells A to a terminal F. The well stream, which is transported in one or several pipelines (10), running via at least one well A and to the terminal F, is supplied transport pressure by means of one or several fluid driven pumps (26) in the vicinity of the wells and/or fluid driven pipeline pumps (27) along the pipelines.",1
101-039-259-882-891,Method and system for water treatment Water treatment systems including electrically-driven and pressure-driven separation apparatus configured to produce a first treated water suitable for use as irrigation water and a second treated water suitable for use as potable water from brackish water and methods of operation of same.,1
177-162-752-153-634,"Hand-held ultraviolet water purification system using solid state devices A hand-held water purification system includes an outwardly-extending pen-light sized configuration of solid state devices, such as, UV-light emitting diodes, that emit ultraviolet light in the germicidal range. The system operates to turn on the solid state devices under the control of one or more switches that are, in turn, under the control of a liquid-level sensor that senses when the configuration is immersed in the water. The system may also include a timing circuit that turns the solid state devices off a predetermined time after they are turned on. In one embodiment, a battery powers the various components of the system. In an alternative embodiment, the system power is provided by a base that plugs into a conventional power outlet. The base includes a converter that converts the signal provided through the power outlet to a signal that is appropriate to power the components.",0
058-293-570-311-596,"Water distribution amount predicting system Many actual data 30, each consisting of a set of an actual water distribution amount obtained in advance from a water management system 10 and a variable needed for prediction, are loaded and retained as history data 52, an input space of a case base 54 is quantized according to a desired output allowance error, each history data 52 is set in the quantized input space, and a case representing at least one history data is prepared to generate a case base 52. Then a similar case corresponding to a newly input prediction condition 40 is retrieved from the case base 54, and a water distribution amount corresponding to the prediction condition 40 is estimated from the retrieved similar case.",1
015-638-691-021-940,"Apparatus and method for producing electrolyzed water An apparatus for producing electrolyzed water includes an electrochemical cell and a solution reservoir containing a solution and having an outlet. An injection pump has an input end in fluid communication with the outlet of the solution reservoir and an output end in fluid communication with the electrochemical cell, wherein the injection pumps an amount of the solution from the solution reservoir to mix with a water solution and enter the electrochemical cell. A current feedback sensor senses a cell current in the electrochemical cell. A current control unit in data communication with the current feedback sensor and the injection pump wherein the current control unit compares the cell current with a preselected current and adjusts the amount of solution pumped from the injection pump responsive to the comparison. The apparatus may also include an automatic control feedback system to monitor and adjust pH.",1
100-731-810-444-039,"Reverse osmosis water purification diagnostic system A monitor for a beverage processing system that can sense a characteristic of the system, compare the characteristic to a threshold value to determine if a component of the system is not operating properly, and transmit the characteristic to a remote site. The monitor includes a controller coupled to a number of sensors that sense various system characteristics such as the water pressure and resistance at various locations of the system. The processor compares the outputs of the sensors with threshold values to determine if the various components are operating properly. The monitor also has a visual display unit which can output the various characteristic values along with processor generated messages that identify a component(s) that is not operating properly or needs preventive maintenance. The monitor transmits data via a modem to a computer located at a remote site. The computer can store and display the characteristics and other processor outputs.",0
138-641-723-984-571,"Water treatment system A water treatment system including a plurality of treatment tanks containing a water treatment material and defining a fluid flow path through the material extending between a first tank port and a second tank port. A first remotely controlled three way valve associated with the first tank port controls the fluid communication of a source manifold and a regeneration discharge manifold with the first tank port of each tank. A second, remotely controlled three way valve controls the fluid communication of a product receiving manifold and a regeneration chemistry supply manifold with the second port of each tank. A regeneration control monitors the loading of each tank and initiates regeneration in a given tank when that tank reaches a predetermined exhaustion level. A regeneration anticipator is operative to initiate early regeneration of a given tank if it determines that a second tank will reach exhaustion before the first tank completes its regneration, if the first tank is allowed to proceed to the predetermined exhaustion level. The treatment tanks form part of a subassembly mounted on a common platform which is skid mounted to facilitate movement and service.",1
043-247-240-499-731,"System and method for storing water in an underground reservoir and managing the same A water storage and management system takes water from a water source, such as captured run-off, and through a piping system, directs a flow of the water into an aquifer for storage and future utilization. Using moisture detectors, the system ascertains the water content of different layers or zones of the aquifer and reports this information to a digital processor. The digital processor may utilize this information to issue instructions to one or more control valves to direct the flow of the water into portions of the aquifer which have additional storage capacity. The digital processor may also instruct a submersible pump to withdraw from the aquifer as desired. This system is utilized in a method of banking groundwater from a remove location. Such groundwater storage may result in receipt of groundwater recharge credits.",1
